0,1,2,3,4,5,6,7,8,12,13,14,accession_number,company_name,report_period,filed_date,cik
11.,11.,11.,Current overcollateralization amount (Pool Balance - Note Balance),Current overcollateralization amount (Pool Balance - Note Balance),Current overcollateralization amount (Pool Balance - Note Balance),,,,$,3759375.01,,0001788503-21-000025,CarMax Auto Owner Trust 2019-4,20210430,20210517,0001788503
12.,12.,12.,Weighted Average Coupon,Weighted Average Coupon,Weighted Average Coupon,,,,8.84,8.84,%,0001788503-21-000025,CarMax Auto Owner Trust 2019-4,20210430,20210517,0001788503
13.,13.,13.,Weighted Average Original Term,Weighted Average Original Term,Weighted Average Original Term,months,months,months,67.07,67.07,,0001788503-21-000025,CarMax Auto Owner Trust 2019-4,20210430,20210517,0001788503
14.,14.,14.,Weighted Average Remaining Term,Weighted Average Remaining Term,Weighted Average Remaining Term,months,months,months,45.42,45.42,,0001788503-21-000025,CarMax Auto Owner Trust 2019-4,20210430,20210517,0001788503
15.,15.,15.,1-Month LIBOR for the interest period ending 11/14/2019,1-Month LIBOR for the interest period ending 11/14/2019,1-Month LIBOR for the interest period ending 11/14/2019,,,,0.11463,0.11463,%,0001788503-21-000025,CarMax Auto Owner Trust 2019-4,20210430,20210517,0001788503
16.,16.,16.,Note Rate applicable to the Class A-2b notes for the interest period ending 11/14/2019,Note Rate applicable to the Class A-2b notes for the interest period ending 11/14/2019,Note Rate applicable to the Class A-2b notes for the interest period ending 11/14/2019,,,,0.41463,0.41463,%,0001788503-21-000025,CarMax Auto Owner Trust 2019-4,20210430,20210517,0001788503
Collections,Collections,Collections,Collections,Collections,Collections,,,,,,,0001788503-21-000025,CarMax Auto Owner Trust 2019-4,20210430,20210517,0001788503
17.,17.,17.,Finance Charges:,Finance Charges:,Finance Charges:,,,,,,,0001788503-21-000025,CarMax Auto Owner Trust 2019-4,20210430,20210517,0001788503
,,,a. Collections allocable to Finance Charge,a. Collections allocable to Finance Charge,a. Collections allocable to Finance Charge,,,,$,5984205.38,,0001788503-21-000025,CarMax Auto Owner Trust 2019-4,20210430,20210517,0001788503
,,,b. Liquidation Proceeds allocable to Finance Charge,b. Liquidation Proceeds allocable to Finance Charge,b. Liquidation Proceeds allocable to Finance Charge,,,,$,6538.57,,0001788503-21-000025,CarMax Auto Owner Trust 2019-4,20210430,20210517,0001788503
,,,c. Purchase Amount allocable to Finance Charge,c. Purchase Amount allocable to Finance Charge,c. Purchase Amount allocable to Finance Charge,,,,$,0.00,,0001788503-21-000025,CarMax Auto Owner Trust 2019-4,20210430,20210517,0001788503
,,,d. Available Finance Charge Collections (sum a - c),d. Available Finance Charge Collections (sum a - c),d. Available Finance Charge Collections (sum a - c),,,,$,5990743.95,,0001788503-21-000025,CarMax Auto Owner Trust 2019-4,20210430,20210517,0001788503
18.,18.,18.,Principal:,Principal:,Principal:,,,,,,,0001788503-21-000025,CarMax Auto Owner Trust 2019-4,20210430,20210517,0001788503
,,,a. Collections allocable to Principal,a. Collections allocable to Principal,a. Collections allocable to Principal,,,,$,34486616.64,,0001788503-21-000025,CarMax Auto Owner Trust 2019-4,20210430,20210517,0001788503
,,,b. Liquidation Proceeds allocable to Principal,b. Liquidation Proceeds allocable to Principal,b. Liquidation Proceeds allocable to Principal,,,,$,806561.05,,0001788503-21-000025,CarMax Auto Owner Trust 2019-4,20210430,20210517,0001788503
,,,c. Purchase Amount allocable to Principal,c. Purchase Amount allocable to Principal,c. Purchase Amount allocable to Principal,,,,$,0.00,,0001788503-21-000025,CarMax Auto Owner Trust 2019-4,20210430,20210517,0001788503
,,,d. Available Principal Collections (sum a - c),d. Available Principal Collections (sum a - c),d. Available Principal Collections (sum a - c),,,,$,35293177.69,,0001788503-21-000025,CarMax Auto Owner Trust 2019-4,20210430,20210517,0001788503
19.,19.,19.,Total Finance Charge and Principal Collections (17d + 18d),Total Finance Charge and Principal Collections (17d + 18d),Total Finance Charge and Principal Collections (17d + 18d),,,,$,41283921.64,,0001788503-21-000025,CarMax Auto Owner Trust 2019-4,20210430,20210517,0001788503
20.,20.,20.,Interest Income from Collection Account,Interest Income from Collection Account,Interest Income from Collection Account,,,,$,844.29,,0001788503-21-000025,CarMax Auto Owner Trust 2019-4,20210430,20210517,0001788503
21.,21.,21.,Simple Interest Advances,Simple Interest Advances,Simple Interest Advances,,,,$,0.00,,0001788503-21-000025,CarMax Auto Owner Trust 2019-4,20210430,20210517,0001788503
22.,22.,22.,Available Collections (Ln19 + 20 + 21),Available Collections (Ln19 + 20 + 21),Available Collections (Ln19 + 20 + 21),,,,$,41284765.93,,0001788503-21-000025,CarMax Auto Owner Trust 2019-4,20210430,20210517,0001788503
