0,1,2,3,4,5,6,7,8,12,13,14,accession_number,company_name,report_period,filed_date,cik
10.,10.,10.,Overcollateralization Target Amount,Overcollateralization Target Amount,Overcollateralization Target Amount,,,,$,3759375.01,,0001788503-21-000054,CarMax Auto Owner Trust 2019-4,20210930,20211015,0001788503
11.,11.,11.,Current overcollateralization amount (Pool Balance - Note Balance),Current overcollateralization amount (Pool Balance - Note Balance),Current overcollateralization amount (Pool Balance - Note Balance),,,,$,3759375.01,,0001788503-21-000054,CarMax Auto Owner Trust 2019-4,20210930,20211015,0001788503
12.,12.,12.,Weighted Average Coupon,Weighted Average Coupon,Weighted Average Coupon,,,,8.87,8.87,%,0001788503-21-000054,CarMax Auto Owner Trust 2019-4,20210930,20211015,0001788503
13.,13.,13.,Weighted Average Original Term,Weighted Average Original Term,Weighted Average Original Term,months,months,months,67.26,67.26,,0001788503-21-000054,CarMax Auto Owner Trust 2019-4,20210930,20211015,0001788503
14.,14.,14.,Weighted Average Remaining Term,Weighted Average Remaining Term,Weighted Average Remaining Term,months,months,months,40.72,40.72,,0001788503-21-000054,CarMax Auto Owner Trust 2019-4,20210930,20211015,0001788503
15.,15.,15.,1-Month LIBOR for the interest period ending 11/14/2019,1-Month LIBOR for the interest period ending 11/14/2019,1-Month LIBOR for the interest period ending 11/14/2019,,,,0.08375,0.08375,%,0001788503-21-000054,CarMax Auto Owner Trust 2019-4,20210930,20211015,0001788503
16.,16.,16.,Note Rate applicable to the Class A-2b notes for the interest period ending 11/14/2019,Note Rate applicable to the Class A-2b notes for the interest period ending 11/14/2019,Note Rate applicable to the Class A-2b notes for the interest period ending 11/14/2019,,,,,,,0001788503-21-000054,CarMax Auto Owner Trust 2019-4,20210930,20211015,0001788503
Collections,Collections,Collections,Collections,Collections,Collections,,,,,,,0001788503-21-000054,CarMax Auto Owner Trust 2019-4,20210930,20211015,0001788503
17.,17.,17.,Finance Charges:,Finance Charges:,Finance Charges:,,,,,,,0001788503-21-000054,CarMax Auto Owner Trust 2019-4,20210930,20211015,0001788503
,,,a. Collections allocable to Finance Charge,a. Collections allocable to Finance Charge,a. Collections allocable to Finance Charge,,,,$,4898648.39,,0001788503-21-000054,CarMax Auto Owner Trust 2019-4,20210930,20211015,0001788503
,,,b. Liquidation Proceeds allocable to Finance Charge,b. Liquidation Proceeds allocable to Finance Charge,b. Liquidation Proceeds allocable to Finance Charge,,,,$,13694.92,,0001788503-21-000054,CarMax Auto Owner Trust 2019-4,20210930,20211015,0001788503
,,,c. Purchase Amount allocable to Finance Charge,c. Purchase Amount allocable to Finance Charge,c. Purchase Amount allocable to Finance Charge,,,,$,0.00,,0001788503-21-000054,CarMax Auto Owner Trust 2019-4,20210930,20211015,0001788503
,,,d. Available Finance Charge Collections (sum a - c),d. Available Finance Charge Collections (sum a - c),d. Available Finance Charge Collections (sum a - c),,,,$,4912343.31,,0001788503-21-000054,CarMax Auto Owner Trust 2019-4,20210930,20211015,0001788503
18.,18.,18.,Principal:,Principal:,Principal:,,,,,,,0001788503-21-000054,CarMax Auto Owner Trust 2019-4,20210930,20211015,0001788503
,,,a. Collections allocable to Principal,a. Collections allocable to Principal,a. Collections allocable to Principal,,,,$,26920007.39,,0001788503-21-000054,CarMax Auto Owner Trust 2019-4,20210930,20211015,0001788503
,,,b. Liquidation Proceeds allocable to Principal,b. Liquidation Proceeds allocable to Principal,b. Liquidation Proceeds allocable to Principal,,,,$,532530.05,,0001788503-21-000054,CarMax Auto Owner Trust 2019-4,20210930,20211015,0001788503
,,,c. Purchase Amount allocable to Principal,c. Purchase Amount allocable to Principal,c. Purchase Amount allocable to Principal,,,,$,0.00,,0001788503-21-000054,CarMax Auto Owner Trust 2019-4,20210930,20211015,0001788503
,,,d. Available Principal Collections (sum a - c),d. Available Principal Collections (sum a - c),d. Available Principal Collections (sum a - c),,,,$,27452537.44,,0001788503-21-000054,CarMax Auto Owner Trust 2019-4,20210930,20211015,0001788503
19.,19.,19.,Total Finance Charge and Principal Collections (17d + 18d),Total Finance Charge and Principal Collections (17d + 18d),Total Finance Charge and Principal Collections (17d + 18d),,,,$,32364880.75,,0001788503-21-000054,CarMax Auto Owner Trust 2019-4,20210930,20211015,0001788503
20.,20.,20.,Interest Income from Collection Account,Interest Income from Collection Account,Interest Income from Collection Account,,,,$,486.36,,0001788503-21-000054,CarMax Auto Owner Trust 2019-4,20210930,20211015,0001788503
21.,21.,21.,Simple Interest Advances,Simple Interest Advances,Simple Interest Advances,,,,$,0.00,,0001788503-21-000054,CarMax Auto Owner Trust 2019-4,20210930,20211015,0001788503
22.,22.,22.,Available Collections (Ln19 + 20 + 21),Available Collections (Ln19 + 20 + 21),Available Collections (Ln19 + 20 + 21),,,,$,32365367.11,,0001788503-21-000054,CarMax Auto Owner Trust 2019-4,20210930,20211015,0001788503
