0,1,2,3,4,5,6,7,8,12,13,14,accession_number,company_name,report_period,filed_date,cik
,,,g. Class C Note Pool Factor,g. Class C Note Pool Factor,g. Class C Note Pool Factor,1.0000000,1.0000000,,1.0000000,1.0000000,,0001788503-22-000059,CarMax Auto Owner Trust 2019-4,20221031,20221115,0001788503
,,,h. Class D Note Pool Factor,h. Class D Note Pool Factor,h. Class D Note Pool Factor,1.0000000,1.0000000,,1.0000000,1.0000000,,0001788503-22-000059,CarMax Auto Owner Trust 2019-4,20221031,20221115,0001788503
,,,i. Note Pool Factor,i. Note Pool Factor,i. Note Pool Factor,0.2290643,0.2290643,,0.2173725,0.2173725,,0001788503-22-000059,CarMax Auto Owner Trust 2019-4,20221031,20221115,0001788503
10.,10.,10.,Overcollateralization Target Amount,Overcollateralization Target Amount,Overcollateralization Target Amount,,,,$,3759375.01,,0001788503-22-000059,CarMax Auto Owner Trust 2019-4,20221031,20221115,0001788503
11.,11.,11.,Current overcollateralization amount (Pool Balance - Note Balance),Current overcollateralization amount (Pool Balance - Note Balance),Current overcollateralization amount (Pool Balance - Note Balance),,,,$,3759375.01,,0001788503-22-000059,CarMax Auto Owner Trust 2019-4,20221031,20221115,0001788503
12.,12.,12.,Weighted Average Coupon,Weighted Average Coupon,Weighted Average Coupon,,,,9.02,9.02,%,0001788503-22-000059,CarMax Auto Owner Trust 2019-4,20221031,20221115,0001788503
13.,13.,13.,Weighted Average Original Term,Weighted Average Original Term,Weighted Average Original Term,months,months,months,67.61,67.61,,0001788503-22-000059,CarMax Auto Owner Trust 2019-4,20221031,20221115,0001788503
14.,14.,14.,Weighted Average Remaining Term,Weighted Average Remaining Term,Weighted Average Remaining Term,months,months,months,28.59,28.59,,0001788503-22-000059,CarMax Auto Owner Trust 2019-4,20221031,20221115,0001788503
15.,15.,15.,1-Month LIBOR for the interest period ending 11/14/2022,1-Month LIBOR for the interest period ending 11/14/2022,1-Month LIBOR for the interest period ending 11/14/2022,,,,3.41214,3.41214,%,0001788503-22-000059,CarMax Auto Owner Trust 2019-4,20221031,20221115,0001788503
16.,16.,16.,Note Rate applicable to the Class A-2b notes for the interest period ending 11/14/2022,Note Rate applicable to the Class A-2b notes for the interest period ending 11/14/2022,Note Rate applicable to the Class A-2b notes for the interest period ending 11/14/2022,,,,,,,0001788503-22-000059,CarMax Auto Owner Trust 2019-4,20221031,20221115,0001788503
Collections,Collections,Collections,Collections,Collections,Collections,,,,,,,0001788503-22-000059,CarMax Auto Owner Trust 2019-4,20221031,20221115,0001788503
17.,17.,17.,Finance Charges:,Finance Charges:,Finance Charges:,,,,,,,0001788503-22-000059,CarMax Auto Owner Trust 2019-4,20221031,20221115,0001788503
,,,a. Collections allocable to Finance Charge,a. Collections allocable to Finance Charge,a. Collections allocable to Finance Charge,,,,$,2605742.34,,0001788503-22-000059,CarMax Auto Owner Trust 2019-4,20221031,20221115,0001788503
,,,b. Liquidation Proceeds allocable to Finance Charge,b. Liquidation Proceeds allocable to Finance Charge,b. Liquidation Proceeds allocable to Finance Charge,,,,$,3893.06,,0001788503-22-000059,CarMax Auto Owner Trust 2019-4,20221031,20221115,0001788503
,,,c. Purchase Amount allocable to Finance Charge,c. Purchase Amount allocable to Finance Charge,c. Purchase Amount allocable to Finance Charge,,,,$,0.00,,0001788503-22-000059,CarMax Auto Owner Trust 2019-4,20221031,20221115,0001788503
,,,d. Available Finance Charge Collections (sum a - c),d. Available Finance Charge Collections (sum a - c),d. Available Finance Charge Collections (sum a - c),,,,$,2609635.40,,0001788503-22-000059,CarMax Auto Owner Trust 2019-4,20221031,20221115,0001788503
18.,18.,18.,Principal:,Principal:,Principal:,,,,,,,0001788503-22-000059,CarMax Auto Owner Trust 2019-4,20221031,20221115,0001788503
,,,a. Collections allocable to Principal,a. Collections allocable to Principal,a. Collections allocable to Principal,,,,$,16925226.91,,0001788503-22-000059,CarMax Auto Owner Trust 2019-4,20221031,20221115,0001788503
,,,b. Liquidation Proceeds allocable to Principal,b. Liquidation Proceeds allocable to Principal,b. Liquidation Proceeds allocable to Principal,,,,$,288296.23,,0001788503-22-000059,CarMax Auto Owner Trust 2019-4,20221031,20221115,0001788503
,,,c. Purchase Amount allocable to Principal,c. Purchase Amount allocable to Principal,c. Purchase Amount allocable to Principal,,,,$,0.00,,0001788503-22-000059,CarMax Auto Owner Trust 2019-4,20221031,20221115,0001788503
,,,d. Available Principal Collections (sum a - c),d. Available Principal Collections (sum a - c),d. Available Principal Collections (sum a - c),,,,$,17213523.14,,0001788503-22-000059,CarMax Auto Owner Trust 2019-4,20221031,20221115,0001788503
19.,19.,19.,Total Finance Charge and Principal Collections (17d + 18d),Total Finance Charge and Principal Collections (17d + 18d),Total Finance Charge and Principal Collections (17d + 18d),,,,$,19823158.54,,0001788503-22-000059,CarMax Auto Owner Trust 2019-4,20221031,20221115,0001788503
20.,20.,20.,Interest Income from Collection Account,Interest Income from Collection Account,Interest Income from Collection Account,,,,$,41297.75,,0001788503-22-000059,CarMax Auto Owner Trust 2019-4,20221031,20221115,0001788503
21.,21.,21.,Simple Interest Advances,Simple Interest Advances,Simple Interest Advances,,,,$,0.00,,0001788503-22-000059,CarMax Auto Owner Trust 2019-4,20221031,20221115,0001788503
22.,22.,22.,Available Collections (Ln19 + 20 + 21),Available Collections (Ln19 + 20 + 21),Available Collections (Ln19 + 20 + 21),,,,$,19864456.29,,0001788503-22-000059,CarMax Auto Owner Trust 2019-4,20221031,20221115,0001788503
