0,1,2,3,4,6,7,8,accession_number,company_name,report_period,filed_date,cik
14.,Weighted Average Remaining Term,months,months,,60.14,60.14,,0001788503-19-000010,CarMax Auto Owner Trust 2019-4,20191130,20191216,0001788503
15.,1-Month LIBOR for the interest period ending 11/14/2019,,,,1.76538,1.76538,%,0001788503-19-000010,CarMax Auto Owner Trust 2019-4,20191130,20191216,0001788503
16.,Note Rate applicable to the Class A-2b notes for the interest period ending 11/14/2019,,,,2.06538,2.06538,%,0001788503-19-000010,CarMax Auto Owner Trust 2019-4,20191130,20191216,0001788503
Collections,Collections,,,,,,,0001788503-19-000010,CarMax Auto Owner Trust 2019-4,20191130,20191216,0001788503
17.,Finance Charges:,,,,,,,0001788503-19-000010,CarMax Auto Owner Trust 2019-4,20191130,20191216,0001788503
,a. Collections allocable to Finance Charge,,,,$,10557576.79,,0001788503-19-000010,CarMax Auto Owner Trust 2019-4,20191130,20191216,0001788503
,b. Liquidation Proceeds allocable to Finance Charge,,,,$,0.00,,0001788503-19-000010,CarMax Auto Owner Trust 2019-4,20191130,20191216,0001788503
,c. Purchase Amount allocable to Finance Charge,,,,$,844.51,,0001788503-19-000010,CarMax Auto Owner Trust 2019-4,20191130,20191216,0001788503
,d. Available Finance Charge Collections (sum a - c),,,,$,10558421.30,,0001788503-19-000010,CarMax Auto Owner Trust 2019-4,20191130,20191216,0001788503
18.,Principal:,,,,,,,0001788503-19-000010,CarMax Auto Owner Trust 2019-4,20191130,20191216,0001788503
,a. Collections allocable to Principal,,,,$,40657565.96,,0001788503-19-000010,CarMax Auto Owner Trust 2019-4,20191130,20191216,0001788503
,b. Liquidation Proceeds allocable to Principal,,,,$,88160.60,,0001788503-19-000010,CarMax Auto Owner Trust 2019-4,20191130,20191216,0001788503
,c. Purchase Amount allocable to Principal,,,,$,240039.92,,0001788503-19-000010,CarMax Auto Owner Trust 2019-4,20191130,20191216,0001788503
,d. Available Principal Collections (sum a - c),,,,$,40985766.48,,0001788503-19-000010,CarMax Auto Owner Trust 2019-4,20191130,20191216,0001788503
19.,Total Finance Charge and Principal Collections (17d + 18d),,,,$,51544187.78,,0001788503-19-000010,CarMax Auto Owner Trust 2019-4,20191130,20191216,0001788503
20.,Interest Income from Collection Account,,,,$,63547.08,,0001788503-19-000010,CarMax Auto Owner Trust 2019-4,20191130,20191216,0001788503
21.,Simple Interest Advances,,,,$,0.00,,0001788503-19-000010,CarMax Auto Owner Trust 2019-4,20191130,20191216,0001788503
22.,Available Collections (Ln19 + 20 + 21),,,,$,51607734.86,,0001788503-19-000010,CarMax Auto Owner Trust 2019-4,20191130,20191216,0001788503
